sneaker_name,brand,sneaker_image,retail_price,url
Jordan 1 Retro High OG Hand Crafted,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Hand-Crafted/Images/Air-Jordan-1-Retro-High-OG-Hand-Crafted/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1644570751&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-og-hand-crafted
Jordan 1 Retro High OG Denim,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Denim/Images/Air-Jordan-1-Retro-High-OG-Denim/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1718047277&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-denim
Jordan 1 Retro High White Black Volt University Gold,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-White-Black-Volt-University-Gold/Images/Air-Jordan-1-Retro-High-White-Black-Volt-University-Gold/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1634914991&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-white-black-volt-university-gold
Jordan 1 Retro High 85 OG Metallic Burgundy,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-85-OG-Metallic-Burgundy/Images/Air-Jordan-1-Retro-High-85-OG-Metallic-Burgundy/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1708096930&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-85-og-metallic-burgundy
Jordan 1 Retro High OG Palomino,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Palomino/Images/Air-Jordan-1-Retro-High-OG-Palomino/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1693511143&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-palomino
Jordan 1 Retro High OG Bleached Coral,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Stage-Haze/Images/Air-Jordan-1-Retro-High-OG-Stage-Haze/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1652974211&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-stage-haze
Jordan 1 Retro High OG A Ma Maniére,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-A-Ma-Maniere/Images/Air-Jordan-1-Retro-High-OG-A-Ma-Maniere/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1638288339&h=384,200.00,https://stockx.com/air-jordan-1-retro-high-og-a-ma-maniere
Jordan 1 Retro High OG SP Union LA Bephies Beauty Supply Summer of ‘96,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-SP-Union-Bephies-Beauty-Supply-Woven-Sail/Images/Air-Jordan-1-Retro-High-OG-SP-Union-Bephies-Beauty-Supply-Woven-Sail/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1690834833&h=384,200.00,https://stockx.com/air-jordan-1-retro-high-og-sp-union-bephies-beauty-supply-woven-sail
Jordan 1 Retro High Pollen,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Pollen/Images/Air-Jordan-1-Retro-High-Pollen/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635282407&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-pollen
Jordan 1 Retro High OG Artisanal Team Red,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Team-Red/Images/Air-Jordan-1-Retro-High-OG-Team-Red/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1712607646&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-team-red
